season,match_name,h_odd,d_odd,a_odd,home_team,away_team,home_score,away_score,winner
2015,Swansea vs Liverpool,1.03,1.04,1.02,Swansea,Liverpool,3,1,HOME_TEAM
2015,Arsenal vs Norwich,1.01,1.06,1.13,Arsenal,Norwich,1,0,HOME_TEAM
2015,Everton vs Bournemouth,1.02,1.04,1.03,Everton,Bournemouth,2,1,HOME_TEAM
2015,Newcastle vs Crystal Palace,1.02,1.03,1.04,Newcastle,Crystal Palace,1,0,HOME_TEAM
2015,Stoke vs Sunderland,1.03,1.03,1.02,Stoke,Sunderland,1,1,DRAW
2015,Watford vs Aston Villa,1.02,1.04,1.05,Watford,Aston Villa,3,2,HOME_TEAM
2015,West Brom vs West Ham,1.04,1.04,1.02,West Brom,West Ham,0,3,AWAY_TEAM
2015,Tottenham vs West Brom,1.01,1.07,1.15,Tottenham,West Brom,1,1,DRAW
2015,Leicester vs Swansea,1.02,1.04,1.05,Leicester,Swansea,4,0,HOME_TEAM
2015,Sunderland vs Arsenal,1.05,1.04,1.02,Sunderland,Arsenal,0,0,DRAW
2015,Aston Villa vs Southampton,1.07,1.04,1.02,Aston Villa,Southampton,2,4,AWAY_TEAM
2015,Bournemouth vs Chelsea,1.03,1.04,1.02,Bournemouth,Chelsea,1,4,AWAY_TEAM
2015,Liverpool vs Newcastle,1.02,1.05,1.07,Liverpool,Newcastle,2,2,DRAW
2015,Manchester City vs Stoke,1.01,1.06,1.11,Manchester City,Stoke,4,0,HOME_TEAM
2015,Arsenal vs West Brom,1.01,1.06,1.13,Arsenal,West Brom,2,0,HOME_TEAM
2015,Liverpool vs Everton,1.02,1.04,1.05,Liverpool,Everton,4,0,HOME_TEAM
2015,Manchester Utd vs Crystal Palace,1.01,1.05,1.09,Manchester Utd,Crystal Palace,2,0,HOME_TEAM
2015,West Ham vs Watford,1.01,1.05,1.08,West Ham,Watford,3,1,HOME_TEAM
2015,Newcastle vs Manchester City,1.06,1.05,1.02,Newcastle,Manchester City,1,1,DRAW
2015,Stoke vs Tottenham,1.05,1.04,1.02,Stoke,Tottenham,0,4,AWAY_TEAM
2015,Arsenal vs Crystal Palace,1.01,1.06,1.1,Arsenal,Crystal Palace,1,1,DRAW
2015,Bournemouth vs Liverpool,1.03,1.03,1.03,Bournemouth,Liverpool,1,2,AWAY_TEAM
2015,Leicester vs West Ham,1.02,1.04,1.04,Leicester,West Ham,2,2,DRAW
2015,Chelsea vs Manchester City,1.03,1.03,1.03,Chelsea,Manchester City,0,3,AWAY_TEAM
2015,Everton vs Southampton,1.03,1.03,1.02,Everton,Southampton,1,1,DRAW
2015,Manchester Utd vs Aston Villa,1.01,1.06,1.14,Manchester Utd,Aston Villa,1,0,HOME_TEAM
2015,Newcastle vs Swansea,1.02,1.03,1.03,Newcastle,Swansea,3,0,HOME_TEAM
2015,West Brom vs Watford,1.02,1.03,1.03,West Brom,Watford,0,1,AWAY_TEAM
2015,Norwich vs Sunderland,1.02,1.03,1.03,Norwich,Sunderland,0,3,AWAY_TEAM
2015,Crystal Palace vs Everton,1.03,1.03,1.03,Crystal Palace,Everton,0,0,DRAW
2015,Liverpool vs Stoke,1.02,1.04,1.06,Liverpool,Stoke,4,1,HOME_TEAM
2015,Tottenham vs Manchester Utd,1.02,1.04,1.04,Tottenham,Manchester Utd,3,0,HOME_TEAM
2015,Sunderland vs Leicester,1.03,1.03,1.02,Sunderland,Leicester,0,2,AWAY_TEAM
2015,Manchester City vs West Brom,1.01,1.05,1.1,Manchester City,West Brom,2,1,HOME_TEAM
2015,Aston Villa vs Bournemouth,1.04,1.03,1.02,Aston Villa,Bournemouth,1,2,AWAY_TEAM
2015,Crystal Palace vs Norwich,1.02,1.03,1.05,Crystal Palace,Norwich,1,0,HOME_TEAM
2015,Southampton vs Newcastle,1.02,1.04,1.06,Southampton,Newcastle,3,1,HOME_TEAM
2015,Swansea vs Chelsea,1.03,1.03,1.02,Swansea,Chelsea,1,0,HOME_TEAM
2015,Watford vs Everton,1.03,1.03,1.02,Watford,Everton,1,1,DRAW
2015,West Ham vs Arsenal,1.04,1.04,1.02,West Ham,Arsenal,3,3,DRAW
2015,Manchester Utd vs Everton,1.02,1.04,1.04,Manchester Utd,Everton,1,0,HOME_TEAM
2015,Leicester vs Southampton,1.02,1.03,1.03,Leicester,Southampton,1,0,HOME_TEAM
2015,Liverpool vs Tottenham,1.02,1.03,1.04,Liverpool,Tottenham,1,1,DRAW
2015,Arsenal vs Watford,1.01,1.05,1.09,Arsenal,Watford,4,0,HOME_TEAM
2015,Bournemouth vs Manchester City,1.04,1.04,1.02,Bournemouth,Manchester City,0,4,AWAY_TEAM
2015,Norwich vs Newcastle,1.02,1.03,1.03,Norwich,Newcastle,3,2,HOME_TEAM
2015,Stoke vs Swansea,1.02,1.03,1.04,Stoke,Swansea,2,2,DRAW
2015,Sunderland vs West Brom,1.02,1.03,1.04,Sunderland,West Brom,0,0,DRAW
2015,West Ham vs Crystal Palace,1.02,1.04,1.04,West Ham,Crystal Palace,2,2,DRAW
2015,Aston Villa vs Chelsea,1.05,1.04,1.02,Aston Villa,Chelsea,0,4,AWAY_TEAM
2015,Manchester City vs Manchester Utd,1.02,1.04,1.04,Manchester City,Manchester Utd,0,1,AWAY_TEAM
2015,Tottenham vs Bournemouth,1.02,1.04,1.07,Tottenham,Bournemouth,3,0,HOME_TEAM
2015,Newcastle vs Sunderland,1.02,1.03,1.04,Newcastle,Sunderland,1,1,DRAW
2015,Southampton vs Liverpool,1.03,1.03,1.03,Southampton,Liverpool,3,2,HOME_TEAM
2015,Swansea vs Aston Villa,1.02,1.04,1.06,Swansea,Aston Villa,1,0,HOME_TEAM
2015,Chelsea vs West Ham,1.02,1.04,1.05,Chelsea,West Ham,2,2,DRAW
2015,Crystal Palace vs Leicester,1.03,1.03,1.03,Crystal Palace,Leicester,0,1,AWAY_TEAM
2015,West Brom vs Norwich,1.02,1.03,1.03,West Brom,Norwich,0,1,AWAY_TEAM
2015,Everton vs Arsenal,1.03,1.04,1.03,Everton,Arsenal,0,2,AWAY_TEAM
2015,Leicester vs Newcastle,1.02,1.04,1.06,Leicester,Newcastle,1,0,HOME_TEAM
2015,Aston Villa vs Tottenham,1.07,1.04,1.02,Aston Villa,Tottenham,0,2,AWAY_TEAM
2015,Bournemouth vs Swansea,1.02,1.03,1.04,Bournemouth,Swansea,3,2,HOME_TEAM
2015,Stoke vs Southampton,1.03,1.03,1.03,Stoke,Southampton,1,2,AWAY_TEAM
2015,Norwich vs Manchester City,1.07,1.04,1.02,Norwich,Manchester City,0,0,DRAW
2015,West Brom vs Manchester Utd,1.04,1.03,1.02,West Brom,Manchester Utd,1,0,HOME_TEAM
2015,Crystal Palace vs Liverpool,1.04,1.03,1.02,Crystal Palace,Liverpool,1,2,AWAY_TEAM
2015,Watford vs Leicester,1.03,1.03,1.03,Watford,Leicester,0,1,AWAY_TEAM
2015,Chelsea vs Stoke,1.02,1.04,1.07,Chelsea,Stoke,1,1,DRAW
2015,Everton vs West Ham,1.02,1.04,1.05,Everton,West Ham,2,3,AWAY_TEAM
2015,Manchester City vs Aston Villa,1.01,1.07,1.19,Manchester City,Aston Villa,4,0,HOME_TEAM
2015,Newcastle vs Bournemouth,1.03,1.03,1.03,Newcastle,Bournemouth,1,3,AWAY_TEAM
2015,Southampton vs Sunderland,1.02,1.04,1.06,Southampton,Sunderland,1,1,DRAW
2015,Swansea vs Norwich,1.02,1.03,1.04,Swansea,Norwich,1,0,HOME_TEAM
2015,Tottenham vs Arsenal,1.02,1.03,1.03,Tottenham,Arsenal,2,2,DRAW
2015,Liverpool vs Manchester City,1.03,1.03,1.03,Liverpool,Manchester City,3,0,HOME_TEAM
2015,Manchester Utd vs Watford,1.02,1.04,1.06,Manchester Utd,Watford,1,0,HOME_TEAM
2015,Arsenal vs Swansea,1.01,1.06,1.11,Arsenal,Swansea,1,2,AWAY_TEAM
2015,West Ham vs Tottenham,1.04,1.03,1.02,West Ham,Tottenham,1,0,HOME_TEAM
2015,Aston Villa vs Everton,1.05,1.04,1.02,Aston Villa,Everton,1,3,AWAY_TEAM
2015,Bournemouth vs Southampton,1.03,1.03,1.03,Bournemouth,Southampton,2,0,HOME_TEAM
2015,Leicester vs West Brom,1.02,1.04,1.05,Leicester,West Brom,2,2,DRAW
2015,Norwich vs Chelsea,1.05,1.04,1.02,Norwich,Chelsea,1,2,AWAY_TEAM
2015,Sunderland vs Crystal Palace,1.02,1.03,1.03,Sunderland,Crystal Palace,2,2,DRAW
2015,Manchester Utd vs Arsenal,1.03,1.03,1.02,Manchester Utd,Arsenal,3,2,HOME_TEAM
2015,West Brom vs Crystal Palace,1.03,1.03,1.03,West Brom,Crystal Palace,3,2,HOME_TEAM
2015,Leicester vs Norwich,1.02,1.04,1.06,Leicester,Norwich,1,0,HOME_TEAM
2015,Southampton vs Chelsea,1.03,1.03,1.02,Southampton,Chelsea,1,2,AWAY_TEAM
2015,Stoke vs Aston Villa,1.02,1.03,1.05,Stoke,Aston Villa,2,1,HOME_TEAM
2015,Watford vs Bournemouth,1.03,1.03,1.03,Watford,Bournemouth,0,0,DRAW
2015,West Ham vs Sunderland,1.02,1.04,1.04,West Ham,Sunderland,1,0,HOME_TEAM
2015,Manchester City vs Tottenham,1.02,1.03,1.04,Manchester City,Tottenham,1,2,AWAY_TEAM
2015,Aston Villa vs Liverpool,1.06,1.04,1.02,Aston Villa,Liverpool,0,6,AWAY_TEAM
2015,Arsenal vs Leicester,1.02,1.04,1.05,Arsenal,Leicester,2,1,HOME_TEAM
2015,Chelsea vs Newcastle,1.01,1.05,1.09,Chelsea,Newcastle,5,1,HOME_TEAM
2015,Bournemouth vs Stoke,1.02,1.04,1.04,Bournemouth,Stoke,1,3,AWAY_TEAM
2015,Crystal Palace vs Watford,1.02,1.03,1.04,Crystal Palace,Watford,1,2,AWAY_TEAM
2015,Everton vs West Brom,1.01,1.04,1.08,Everton,West Brom,0,1,AWAY_TEAM
2015,Norwich vs West Ham,1.02,1.03,1.03,Norwich,West Ham,2,2,DRAW
2015,Swansea vs Southampton,1.03,1.03,1.02,Swansea,Southampton,0,1,AWAY_TEAM
2015,Sunderland vs Manchester Utd,1.05,1.04,1.02,Sunderland,Manchester Utd,2,1,HOME_TEAM
2015,Chelsea vs Manchester Utd,1.02,1.03,1.04,Chelsea,Manchester Utd,1,1,DRAW
2015,Bournemouth vs Arsenal,1.04,1.04,1.02,Bournemouth,Arsenal,0,2,AWAY_TEAM
2015,Southampton vs West Ham,1.02,1.04,1.05,Southampton,West Ham,1,0,HOME_TEAM
2015,Aston Villa vs Norwich,1.02,1.03,1.03,Aston Villa,Norwich,2,0,HOME_TEAM
2015,Liverpool vs Sunderland,1.01,1.05,1.08,Liverpool,Sunderland,2,2,DRAW
2015,Newcastle vs West Brom,1.02,1.03,1.03,Newcastle,West Brom,1,0,HOME_TEAM
2015,Stoke vs Everton,1.03,1.03,1.03,Stoke,Everton,0,3,AWAY_TEAM
2015,Swansea vs Crystal Palace,1.02,1.03,1.03,Swansea,Crystal Palace,1,1,DRAW
2015,Tottenham vs Watford,1.01,1.04,1.07,Tottenham,Watford,1,0,HOME_TEAM
2015,Manchester City vs Leicester,1.02,1.04,1.06,Manchester City,Leicester,1,3,AWAY_TEAM
2015,Everton vs Newcastle,1.02,1.04,1.05,Everton,Newcastle,3,0,HOME_TEAM
2015,Watford vs Chelsea,1.05,1.04,1.02,Watford,Chelsea,0,0,DRAW
2015,Crystal Palace vs Bournemouth,1.03,1.03,1.03,Crystal Palace,Bournemouth,1,2,AWAY_TEAM
2015,Manchester Utd vs Stoke,1.02,1.04,1.06,Manchester Utd,Stoke,3,0,HOME_TEAM
2015,West Brom vs Swansea,1.03,1.03,1.03,West Brom,Swansea,1,1,DRAW
2015,Arsenal vs Southampton,1.02,1.04,1.05,Arsenal,Southampton,0,0,DRAW
2015,Leicester vs Liverpool,1.03,1.03,1.03,Leicester,Liverpool,2,0,HOME_TEAM
2015,Norwich vs Tottenham,1.05,1.04,1.02,Norwich,Tottenham,0,3,AWAY_TEAM
2015,Sunderland vs Manchester City,1.07,1.05,1.01,Sunderland,Manchester City,0,1,AWAY_TEAM
2015,West Ham vs Aston Villa,1.02,1.03,1.05,West Ham,Aston Villa,2,0,HOME_TEAM
2015,Arsenal vs Chelsea,1.02,1.03,1.03,Arsenal,Chelsea,0,1,AWAY_TEAM
2015,Everton vs Swansea,1.02,1.04,1.05,Everton,Swansea,1,2,AWAY_TEAM
2015,West Ham vs Manchester City,1.05,1.04,1.02,West Ham,Manchester City,2,2,DRAW
2015,Crystal Palace vs Tottenham,1.04,1.03,1.02,Crystal Palace,Tottenham,1,3,AWAY_TEAM
2015,Leicester vs Stoke,1.02,1.04,1.04,Leicester,Stoke,3,0,HOME_TEAM
2015,Manchester Utd vs Southampton,1.02,1.03,1.04,Manchester Utd,Southampton,0,1,AWAY_TEAM
2015,Sunderland vs Bournemouth,1.03,1.03,1.03,Sunderland,Bournemouth,1,1,DRAW
2015,Watford vs Newcastle,1.02,1.04,1.04,Watford,Newcastle,2,1,HOME_TEAM
2015,West Brom vs Aston Villa,1.02,1.03,1.04,West Brom,Aston Villa,0,0,DRAW
2015,Norwich vs Liverpool,1.04,1.03,1.02,Norwich,Liverpool,4,5,AWAY_TEAM
2015,Swansea vs Watford,1.02,1.03,1.03,Swansea,Watford,1,0,HOME_TEAM
2015,Stoke vs Arsenal,1.03,1.03,1.02,Stoke,Arsenal,0,0,DRAW
2015,Liverpool vs Manchester Utd,1.03,1.03,1.03,Liverpool,Manchester Utd,0,1,AWAY_TEAM
2015,Aston Villa vs Leicester,1.04,1.03,1.02,Aston Villa,Leicester,1,1,DRAW
2015,Bournemouth vs Norwich,1.02,1.04,1.04,Bournemouth,Norwich,3,0,HOME_TEAM
2015,Manchester City vs Crystal Palace,1.01,1.05,1.09,Manchester City,Crystal Palace,4,0,HOME_TEAM
2015,Newcastle vs West Ham,1.02,1.03,1.03,Newcastle,West Ham,2,1,HOME_TEAM
2015,Southampton vs West Brom,1.02,1.04,1.06,Southampton,West Brom,3,0,HOME_TEAM
2015,Liverpool vs Arsenal,1.03,1.03,1.03,Liverpool,Arsenal,3,3,DRAW
2015,Tottenham vs Leicester,1.02,1.04,1.05,Tottenham,Leicester,0,1,AWAY_TEAM
2015,Chelsea vs West Brom,1.01,1.04,1.09,Chelsea,West Brom,2,2,DRAW
2015,Manchester City vs Everton,1.02,1.04,1.06,Manchester City,Everton,0,0,DRAW
2015,Southampton vs Watford,1.02,1.03,1.04,Southampton,Watford,2,0,HOME_TEAM
2015,Stoke vs Norwich,1.02,1.03,1.04,Stoke,Norwich,3,1,HOME_TEAM
2015,Swansea vs Sunderland,1.02,1.04,1.05,Swansea,Sunderland,2,4,AWAY_TEAM
2015,Aston Villa vs Crystal Palace,1.03,1.03,1.02,Aston Villa,Crystal Palace,1,0,HOME_TEAM
2015,Bournemouth vs West Ham,1.02,1.04,1.04,Bournemouth,West Ham,1,3,AWAY_TEAM
2015,Newcastle vs Manchester Utd,1.05,1.04,1.02,Newcastle,Manchester Utd,3,3,DRAW
2015,Everton vs Tottenham,1.03,1.03,1.03,Everton,Tottenham,1,1,DRAW
2015,Crystal Palace vs Chelsea,1.04,1.03,1.02,Crystal Palace,Chelsea,0,3,AWAY_TEAM
2015,Watford vs Manchester City,1.05,1.04,1.02,Watford,Manchester City,1,2,AWAY_TEAM
2015,Arsenal vs Newcastle,1.01,1.07,1.12,Arsenal,Newcastle,1,0,HOME_TEAM
2015,Leicester vs Bournemouth,1.02,1.04,1.04,Leicester,Bournemouth,0,0,DRAW
2015,Manchester Utd vs Swansea,1.01,1.04,1.08,Manchester Utd,Swansea,2,1,HOME_TEAM
2015,Norwich vs Southampton,1.03,1.03,1.03,Norwich,Southampton,1,0,HOME_TEAM
2015,Sunderland vs Aston Villa,1.02,1.03,1.03,Sunderland,Aston Villa,3,1,HOME_TEAM
2015,West Brom vs Stoke,1.03,1.03,1.03,West Brom,Stoke,2,1,HOME_TEAM
2015,West Ham vs Liverpool,1.04,1.03,1.02,West Ham,Liverpool,2,0,HOME_TEAM
2015,Sunderland vs Liverpool,1.06,1.04,1.02,Sunderland,Liverpool,0,1,AWAY_TEAM
2015,Leicester vs Manchester City,1.04,1.04,1.02,Leicester,Manchester City,0,0,DRAW
2015,Arsenal vs Bournemouth,1.02,1.04,1.07,Arsenal,Bournemouth,2,0,HOME_TEAM
2015,Manchester Utd vs Chelsea,1.02,1.03,1.03,Manchester Utd,Chelsea,0,0,DRAW
2015,West Ham vs Southampton,1.03,1.03,1.02,West Ham,Southampton,2,1,HOME_TEAM
2015,Crystal Palace vs Swansea,1.02,1.03,1.04,Crystal Palace,Swansea,0,0,DRAW
2015,Everton vs Stoke,1.02,1.04,1.05,Everton,Stoke,3,4,AWAY_TEAM
2015,Watford vs Tottenham,1.03,1.03,1.02,Watford,Tottenham,1,2,AWAY_TEAM
2015,West Brom vs Newcastle,1.02,1.03,1.04,West Brom,Newcastle,1,0,HOME_TEAM
2015,Southampton vs Arsenal,1.04,1.03,1.02,Southampton,Arsenal,4,0,HOME_TEAM
2015,Newcastle vs Everton,1.03,1.04,1.02,Newcastle,Everton,0,1,AWAY_TEAM
2015,Aston Villa vs West Ham,1.02,1.03,1.03,Aston Villa,West Ham,1,1,DRAW
2015,Bournemouth vs Crystal Palace,1.02,1.03,1.04,Bournemouth,Crystal Palace,0,0,DRAW
2015,Chelsea vs Watford,1.01,1.04,1.07,Chelsea,Watford,2,2,DRAW
2015,Manchester City vs Sunderland,1.01,1.08,1.14,Manchester City,Sunderland,4,1,HOME_TEAM
2015,Tottenham vs Norwich,1.01,1.05,1.08,Tottenham,Norwich,3,0,HOME_TEAM
2015,Stoke vs Manchester Utd,1.04,1.03,1.02,Stoke,Manchester Utd,2,0,HOME_TEAM
2015,Swansea vs West Ham,1.02,1.03,1.04,Swansea,West Ham,0,0,DRAW
2015,Watford vs Liverpool,1.04,1.03,1.02,Watford,Liverpool,3,0,HOME_TEAM
2015,Newcastle vs Aston Villa,1.02,1.03,1.04,Newcastle,Aston Villa,1,1,DRAW
2015,Chelsea vs Sunderland,1.01,1.06,1.1,Chelsea,Sunderland,3,1,HOME_TEAM
2015,Everton vs Leicester,1.02,1.04,1.03,Everton,Leicester,2,3,AWAY_TEAM
2015,Manchester Utd vs Norwich,1.01,1.05,1.08,Manchester Utd,Norwich,1,2,AWAY_TEAM
2015,Southampton vs Tottenham,1.03,1.03,1.03,Southampton,Tottenham,0,2,AWAY_TEAM
2015,Stoke vs Crystal Palace,1.02,1.03,1.03,Stoke,Crystal Palace,1,2,AWAY_TEAM
2015,West Brom vs Bournemouth,1.03,1.03,1.03,West Brom,Bournemouth,1,2,AWAY_TEAM
2015,Leicester vs Chelsea,1.03,1.03,1.02,Leicester,Chelsea,2,1,HOME_TEAM
2015,Liverpool vs West Brom,1.01,1.05,1.09,Liverpool,West Brom,2,2,DRAW
2015,Tottenham vs Newcastle,1.01,1.05,1.09,Tottenham,Newcastle,1,2,AWAY_TEAM
2015,Aston Villa vs Arsenal,1.06,1.04,1.02,Aston Villa,Arsenal,0,2,AWAY_TEAM
2015,Bournemouth vs Manchester Utd,1.03,1.03,1.02,Bournemouth,Manchester Utd,2,1,HOME_TEAM
2015,Crystal Palace vs Southampton,1.02,1.03,1.03,Crystal Palace,Southampton,1,0,HOME_TEAM
2015,Manchester City vs Swansea,1.01,1.05,1.09,Manchester City,Swansea,2,1,HOME_TEAM
2015,Sunderland vs Watford,1.03,1.03,1.03,Sunderland,Watford,0,1,AWAY_TEAM
2015,West Ham vs Stoke,1.03,1.03,1.03,West Ham,Stoke,0,0,DRAW
2015,Norwich vs Everton,1.03,1.03,1.02,Norwich,Everton,1,1,DRAW
2015,Everton vs Crystal Palace,1.02,1.03,1.04,Everton,Crystal Palace,1,1,DRAW
2015,Newcastle vs Liverpool,1.06,1.04,1.02,Newcastle,Liverpool,2,0,HOME_TEAM
2015,Chelsea vs Bournemouth,1.01,1.05,1.09,Chelsea,Bournemouth,0,1,AWAY_TEAM
2015,Arsenal vs Sunderland,1.01,1.06,1.11,Arsenal,Sunderland,3,1,HOME_TEAM
2015,Manchester Utd vs West Ham,1.01,1.04,1.08,Manchester Utd,West Ham,0,0,DRAW
2015,Southampton vs Aston Villa,1.01,1.04,1.07,Southampton,Aston Villa,1,1,DRAW
2015,Swansea vs Leicester,1.03,1.03,1.03,Swansea,Leicester,0,3,AWAY_TEAM
2015,Watford vs Norwich,1.02,1.03,1.03,Watford,Norwich,2,0,HOME_TEAM
2015,West Brom vs Tottenham,1.05,1.04,1.02,West Brom,Tottenham,1,1,DRAW
2015,Stoke vs Manchester City,1.05,1.04,1.02,Stoke,Manchester City,2,0,HOME_TEAM
2015,Liverpool vs Swansea,1.01,1.04,1.08,Liverpool,Swansea,1,0,HOME_TEAM
2015,Norwich vs Arsenal,1.06,1.04,1.02,Norwich,Arsenal,1,1,DRAW
2015,West Ham vs West Brom,1.02,1.03,1.04,West Ham,West Brom,1,1,DRAW
2015,Tottenham vs Chelsea,1.03,1.03,1.03,Tottenham,Chelsea,0,0,DRAW
2015,Leicester vs Manchester Utd,1.03,1.03,1.02,Leicester,Manchester Utd,1,1,DRAW
2015,Aston Villa vs Watford,1.03,1.03,1.03,Aston Villa,Watford,2,3,AWAY_TEAM
2015,Bournemouth vs Everton,1.03,1.04,1.03,Bournemouth,Everton,3,3,DRAW
2015,Crystal Palace vs Newcastle,1.02,1.04,1.05,Crystal Palace,Newcastle,5,1,HOME_TEAM
2015,Manchester City vs Southampton,1.02,1.04,1.06,Manchester City,Southampton,3,1,HOME_TEAM
2015,Sunderland vs Stoke,1.03,1.03,1.03,Sunderland,Stoke,2,0,HOME_TEAM
2015,Crystal Palace vs Sunderland,1.02,1.04,1.06,Crystal Palace,Sunderland,0,1,AWAY_TEAM
2015,Tottenham vs West Ham,1.02,1.04,1.06,Tottenham,West Ham,4,1,HOME_TEAM
2015,Manchester City vs Liverpool,1.02,1.04,1.05,Manchester City,Liverpool,1,4,AWAY_TEAM
2015,Chelsea vs Norwich,1.01,1.05,1.08,Chelsea,Norwich,1,0,HOME_TEAM
2015,Everton vs Aston Villa,1.02,1.04,1.06,Everton,Aston Villa,4,0,HOME_TEAM
2015,Newcastle vs Leicester,1.03,1.03,1.02,Newcastle,Leicester,0,3,AWAY_TEAM
2015,Southampton vs Stoke,1.02,1.04,1.05,Southampton,Stoke,0,1,AWAY_TEAM
2015,Swansea vs Bournemouth,1.02,1.03,1.03,Swansea,Bournemouth,2,2,DRAW
2015,West Brom vs Arsenal,1.06,1.04,1.02,West Brom,Arsenal,2,1,HOME_TEAM
2015,Watford vs Manchester Utd,1.04,1.03,1.02,Watford,Manchester Utd,1,2,AWAY_TEAM
2015,Arsenal vs Tottenham,1.02,1.04,1.05,Arsenal,Tottenham,1,1,DRAW
2015,Liverpool vs Crystal Palace,1.02,1.04,1.06,Liverpool,Crystal Palace,1,2,AWAY_TEAM
2015,Aston Villa vs Manchester City,1.08,1.05,1.01,Aston Villa,Manchester City,0,0,DRAW
2015,Stoke vs Chelsea,1.04,1.04,1.02,Stoke,Chelsea,1,0,HOME_TEAM
2015,Leicester vs Watford,1.02,1.04,1.04,Leicester,Watford,2,1,HOME_TEAM
2015,Norwich vs Swansea,1.02,1.03,1.03,Norwich,Swansea,1,0,HOME_TEAM
2015,Sunderland vs Southampton,1.05,1.04,1.02,Sunderland,Southampton,0,1,AWAY_TEAM
2015,West Ham vs Everton,1.02,1.03,1.03,West Ham,Everton,1,1,DRAW
2015,Bournemouth vs Newcastle,1.02,1.04,1.03,Bournemouth,Newcastle,0,1,AWAY_TEAM
2015,Tottenham vs Aston Villa,1.01,1.05,1.09,Tottenham,Aston Villa,3,1,HOME_TEAM
2015,Southampton vs Bournemouth,1.02,1.04,1.07,Southampton,Bournemouth,2,0,HOME_TEAM
2015,Everton vs Sunderland,1.01,1.05,1.07,Everton,Sunderland,6,2,HOME_TEAM
2015,Crystal Palace vs Manchester Utd,1.04,1.03,1.02,Crystal Palace,Manchester Utd,0,0,DRAW
2015,Manchester City vs Norwich,1.01,1.06,1.12,Manchester City,Norwich,2,1,HOME_TEAM
2015,Newcastle vs Stoke,1.02,1.03,1.03,Newcastle,Stoke,0,0,DRAW
2015,Swansea vs Arsenal,1.05,1.04,1.02,Swansea,Arsenal,0,3,AWAY_TEAM
2015,Watford vs West Ham,1.03,1.03,1.03,Watford,West Ham,2,0,HOME_TEAM
2015,West Brom vs Leicester,1.03,1.03,1.03,West Brom,Leicester,2,3,AWAY_TEAM
2015,Liverpool vs Southampton,1.02,1.03,1.04,Liverpool,Southampton,1,1,DRAW
2015,Bournemouth vs Tottenham,1.03,1.03,1.02,Bournemouth,Tottenham,1,5,AWAY_TEAM
2015,Manchester Utd vs Manchester City,1.03,1.03,1.03,Manchester Utd,Manchester City,0,0,DRAW
2015,Sunderland vs Newcastle,1.03,1.03,1.03,Sunderland,Newcastle,3,0,HOME_TEAM
2015,Arsenal vs Everton,1.01,1.05,1.08,Arsenal,Everton,2,1,HOME_TEAM
2015,Aston Villa vs Swansea,1.03,1.03,1.03,Aston Villa,Swansea,1,2,AWAY_TEAM
2015,Leicester vs Crystal Palace,1.02,1.04,1.04,Leicester,Crystal Palace,1,0,HOME_TEAM
2015,Norwich vs West Brom,1.02,1.04,1.04,Norwich,West Brom,0,1,AWAY_TEAM
2015,Stoke vs Watford,1.02,1.03,1.04,Stoke,Watford,0,2,AWAY_TEAM
2015,West Ham vs Chelsea,1.04,1.04,1.02,West Ham,Chelsea,2,1,HOME_TEAM
2015,Swansea vs Stoke,1.02,1.04,1.05,Swansea,Stoke,0,1,AWAY_TEAM
2015,Newcastle vs Norwich,1.02,1.03,1.03,Newcastle,Norwich,6,2,HOME_TEAM
2015,Watford vs Arsenal,1.05,1.04,1.02,Watford,Arsenal,0,3,AWAY_TEAM
2015,Chelsea vs Aston Villa,1.01,1.05,1.1,Chelsea,Aston Villa,2,0,HOME_TEAM
2015,Crystal Palace vs West Ham,1.02,1.04,1.04,Crystal Palace,West Ham,1,3,AWAY_TEAM
2015,Everton vs Manchester Utd,1.03,1.03,1.02,Everton,Manchester Utd,0,3,AWAY_TEAM
2015,Manchester City vs Bournemouth,1.01,1.05,1.1,Manchester City,Bournemouth,5,1,HOME_TEAM
2015,Southampton vs Leicester,1.02,1.04,1.05,Southampton,Leicester,2,2,DRAW
2015,West Brom vs Sunderland,1.02,1.03,1.04,West Brom,Sunderland,1,0,HOME_TEAM
2015,Tottenham vs Liverpool,1.02,1.03,1.03,Tottenham,Liverpool,0,0,DRAW
2015,Arsenal vs Manchester Utd,1.02,1.04,1.04,Arsenal,Manchester Utd,3,0,HOME_TEAM
2015,Swansea vs Tottenham,1.03,1.03,1.03,Swansea,Tottenham,2,2,DRAW
2015,Everton vs Liverpool,1.03,1.03,1.02,Everton,Liverpool,1,1,DRAW
2015,Chelsea vs Southampton,1.02,1.04,1.05,Chelsea,Southampton,1,3,AWAY_TEAM
2015,Aston Villa vs Stoke,1.03,1.03,1.03,Aston Villa,Stoke,0,1,AWAY_TEAM
2015,Bournemouth vs Watford,1.02,1.03,1.04,Bournemouth,Watford,1,1,DRAW
2015,Manchester City vs Newcastle,1.01,1.07,1.14,Manchester City,Newcastle,6,1,HOME_TEAM
2015,Sunderland vs West Ham,1.03,1.03,1.02,Sunderland,West Ham,2,2,DRAW
2015,Crystal Palace vs West Brom,1.02,1.04,1.05,Crystal Palace,West Brom,2,0,HOME_TEAM
2015,West Brom vs Everton,1.03,1.03,1.03,West Brom,Everton,2,3,AWAY_TEAM
